title,year,director,producer,writer,genre,budget,revenue,release_month,roi,success,director_avg_roi,director_hit_rate,producer_rev_mult,producer_hit_rate,writer_quality,writer_hit_rate,genre_rev_mult,genre_base_success,month_modifier
Film_1381,2013,Denis Villeneuve,A24,Damien Chazelle,Comedy,17936639,11482520,8,-0.36,0,2.1,0.75,3.5,0.65,0.82,0.72,0.8,0.5,1.05
Film_1382,2025,Martin Scorsese,Jason Blum,Unknown Writer,Thriller,34208723,40637163,11,0.188,0,1.8,0.65,8.0,0.85,0.5,0.35,1.0,0.52,1.15
Film_1383,2006,Ridley Scott,Amy Pascal,Denis Villeneuve,Drama,5939438,6118853,1,0.03,0,1.6,0.55,2.8,0.72,0.8,0.72,0.6,0.4,0.7
Film_1384,2020,Matt Reeves,Unknown Producer,Bong Joon-ho,Action,125083549,56744591,7,-0.546,0,2.8,0.75,1.2,0.38,0.85,0.75,1.5,0.55,1.3
Film_1385,2006,James Wan,Jon Landau,Edgar Wright,Horror,7486948,18576069,4,1.481,1,4.5,0.85,5.0,0.9,0.78,0.65,1.8,0.65,0.85
Film_1386,2023,Unknown Director,Jon Landau,Unknown Writer,Action,49740119,24153648,10,-0.514,0,0.8,0.35,5.0,0.9,0.5,0.35,1.5,0.55,0.8
Film_1387,2010,The Russo Brothers,Jordan Peele,Greta Gerwig,Adventure,5346346,11938900,3,1.233,1,4.2,0.85,5.5,0.85,0.8,0.78,1.5,0.55,0.82
Film_1388,2005,Damien Chazelle,Neal H. Moritz,Bong Joon-ho,Adventure,328900923,297100616,1,-0.097,0,2.5,0.7,2.8,0.68,0.85,0.75,1.5,0.55,0.7
Film_1389,2012,Robert Eggers,David Heyman,Eric Roth,Fantasy,222947544,131870151,6,-0.409,0,2.0,0.6,3.2,0.8,0.75,0.68,1.4,0.48,1.25
Film_1390,2018,Denis Villeneuve,Jerry Bruckheimer,Unknown Writer,Horror,8668851,12024083,2,0.387,0,2.1,0.75,2.5,0.7,0.5,0.35,1.8,0.65,0.72
Film_1391,2011,Chloe Zhao,Unknown Producer,Unknown Writer,Horror,19802911,32274068,5,0.63,1,1.2,0.5,1.2,0.38,0.5,0.35,1.8,0.65,1.1
Film_1392,2012,Matt Reeves,Peter Chernin,Greta Gerwig,Romance,69409361,229582004,6,2.308,1,2.8,0.75,2.0,0.62,0.8,0.78,0.7,0.42,1.25
Film_1393,2021,Steven Spielberg,Unknown Producer,Bong Joon-ho,Adventure,90138257,94161239,9,0.045,0,3.2,0.85,1.2,0.38,0.85,0.75,1.5,0.55,0.75
Film_1394,2010,Michael Bay,Unknown Producer,Unknown Writer,Adventure,3448648,3438254,10,-0.003,0,2.2,0.65,1.2,0.38,0.5,0.35,1.5,0.55,0.8
Film_1395,2010,Emerald Fennell,Jerry Bruckheimer,Unknown Writer,Animation,110894252,134544668,7,0.213,0,2.5,0.7,2.5,0.7,0.5,0.35,1.6,0.6,1.3
Film_1396,2019,Ari Aster,Peter Chernin,Taylor Sheridan,Adventure,127418365,93765646,12,-0.264,0,6.0,0.7,2.0,0.62,0.8,0.72,1.5,0.55,1.2
Film_1397,2023,Christopher Nolan,Jerry Bruckheimer,Emerald Fennell,Thriller,10587668,14319197,12,0.352,0,3.8,0.9,2.5,0.7,0.78,0.7,1.0,0.52,1.2
Film_1398,2008,Matt Reeves,Charles Roven,Jordan Peele,Comedy,9089410,27441425,11,2.019,1,2.8,0.75,2.5,0.65,0.9,0.88,0.8,0.5,1.15
Film_1399,2019,Quentin Tarantino,Charles Roven,Tony Kushner,Thriller,34719864,13223903,8,-0.619,0,2.5,0.8,2.5,0.65,0.78,0.65,1.0,0.52,1.05
Film_1400,2014,Christopher Nolan,Amy Pascal,Taylor Sheridan,Drama,10652027,7096795,2,-0.334,0,3.8,0.9,2.8,0.72,0.8,0.72,0.6,0.4,0.72
Film_1401,2025,Unknown Director,Scott Rudin,Edgar Wright,Adventure,49244358,13683241,10,-0.722,0,0.8,0.35,1.8,0.65,0.78,0.65,1.5,0.55,0.8
Film_1402,2012,Jon Favreau,A24,Unknown Writer,Horror,7606719,10900185,1,0.433,0,3.0,0.8,3.5,0.65,0.5,0.35,1.8,0.65,0.7
Film_1403,2020,Unknown Director,Charles Roven,Taika Waititi,Comedy,20867203,14615021,12,-0.3,0,0.8,0.35,2.5,0.65,0.75,0.7,0.8,0.5,1.2
Film_1404,2008,Martin Scorsese,Scott Rudin,Aaron Sorkin,Sci-Fi,10649734,12122005,9,0.138,0,1.8,0.65,1.8,0.65,0.82,0.7,1.3,0.5,0.75
Film_1405,2018,The Russo Brothers,David Heyman,Unknown Writer,Action,54725023,38758647,12,-0.292,0,4.2,0.85,3.2,0.8,0.5,0.35,1.5,0.55,1.2
Film_1406,2021,Ridley Scott,Brad Pitt,Taylor Sheridan,Horror,66774271,38078432,9,-0.43,0,1.6,0.55,2.0,0.6,0.8,0.72,1.8,0.65,0.75
Film_1407,2011,Bong Joon-ho,Jason Blum,Edgar Wright,Comedy,20170782,188746050,2,8.357,1,3.0,0.75,8.0,0.85,0.78,0.65,0.8,0.5,0.72
Film_1408,2008,James Cameron,Jerry Bruckheimer,Taylor Sheridan,Adventure,8795642,13912094,12,0.582,1,5.5,0.95,2.5,0.7,0.8,0.72,1.5,0.55,1.2
Film_1409,2023,Unknown Director,Brad Pitt,Rian Johnson,Adventure,42345734,26326560,4,-0.378,0,0.8,0.35,2.0,0.6,0.78,0.68,1.5,0.55,0.85
Film_1410,2015,Tim Burton,Jordan Peele,Jordan Peele,Action,100105056,193798232,2,0.936,1,1.8,0.6,5.5,0.85,0.9,0.88,1.5,0.55,0.72
Film_1411,2015,Tim Burton,Jon Landau,Unknown Writer,Action,24668131,41492229,9,0.682,1,1.8,0.6,5.0,0.9,0.5,0.35,1.5,0.55,0.75
Film_1412,2019,Ridley Scott,Unknown Producer,Diablo Cody,Comedy,33769159,13582031,1,-0.598,0,1.6,0.55,1.2,0.38,0.72,0.58,0.8,0.5,0.7
Film_1413,2021,Emerald Fennell,Lorenzo di Bonaventura,Damien Chazelle,Animation,35609202,17041917,7,-0.521,0,2.5,0.7,2.2,0.6,0.82,0.72,1.6,0.6,1.3
Film_1414,2020,Martin Scorsese,Jon Landau,Unknown Writer,Drama,119619101,171495975,11,0.434,0,1.8,0.65,5.0,0.9,0.5,0.35,0.6,0.4,1.15
Film_1415,2022,Denis Villeneuve,David Heyman,Denis Villeneuve,Comedy,21953462,29216671,4,0.331,0,2.1,0.75,3.2,0.8,0.8,0.72,0.8,0.5,0.85
Film_1416,2007,Ari Aster,A24,Unknown Writer,Thriller,70904920,124096456,12,0.75,1,6.0,0.7,3.5,0.65,0.5,0.35,1.0,0.52,1.2
Film_1417,2014,Ari Aster,Unknown Producer,Quentin Tarantino,Horror,10236784,9947276,11,-0.028,0,6.0,0.7,1.2,0.38,0.85,0.8,1.8,0.65,1.15
Film_1418,2013,Christopher Nolan,Unknown Producer,Quentin Tarantino,Comedy,15794854,28578480,3,0.809,1,3.8,0.9,1.2,0.38,0.85,0.8,0.8,0.5,0.82
Film_1419,2012,Jon Favreau,Unknown Producer,Damien Chazelle,Action,38564461,50177705,4,0.301,0,3.0,0.8,1.2,0.38,0.82,0.72,1.5,0.55,0.85
Film_1420,2012,Unknown Director,Jordan Peele,Emerald Fennell,Animation,40155948,48267629,8,0.202,0,0.8,0.35,5.5,0.85,0.78,0.7,1.6,0.6,1.05
Film_1421,2009,Unknown Director,Jason Blum,James Gunn,Adventure,22376596,43973559,11,0.965,1,0.8,0.35,8.0,0.85,0.78,0.8,1.5,0.55,1.15
Film_1422,2020,David Fincher,Jerry Bruckheimer,Unknown Writer,Comedy,280010912,274248343,12,-0.021,0,2.0,0.7,2.5,0.7,0.5,0.35,0.8,0.5,1.2
Film_1423,2008,The Russo Brothers,Jordan Peele,James Gunn,Fantasy,400000000,1002661999,8,1.507,1,4.2,0.85,5.5,0.85,0.78,0.8,1.4,0.48,1.05
Film_1424,2018,Bong Joon-ho,Unknown Producer,Diablo Cody,Thriller,31217984,13543691,4,-0.566,0,3.0,0.75,1.2,0.38,0.72,0.58,1.0,0.52,0.85
Film_1425,2013,Matt Reeves,Emma Thomas,Edgar Wright,Animation,35033113,36835536,7,0.051,0,2.8,0.75,3.5,0.88,0.78,0.65,1.6,0.6,1.3
Film_1426,2006,Ridley Scott,Unknown Producer,Edgar Wright,Fantasy,62954172,108388055,3,0.722,1,1.6,0.55,1.2,0.38,0.78,0.65,1.4,0.48,0.82
Film_1427,2021,Bong Joon-ho,Jon Landau,Denis Villeneuve,Fantasy,27709595,60773795,1,1.193,1,3.0,0.75,5.0,0.9,0.8,0.72,1.4,0.48,0.7
Film_1428,2009,Edgar Wright,Frank Marshall,Jordan Peele,Horror,9348838,18947973,11,1.027,1,1.5,0.65,2.5,0.7,0.9,0.88,1.8,0.65,1.15
Film_1429,2018,Ryan Coogler,Unknown Producer,Taylor Sheridan,Romance,10892919,20306878,11,0.864,1,4.0,0.85,1.2,0.38,0.8,0.72,0.7,0.42,1.15
Film_1430,2021,Edgar Wright,Amy Pascal,Taika Waititi,Comedy,9054590,15555840,10,0.718,1,1.5,0.65,2.8,0.72,0.75,0.7,0.8,0.5,0.8
Film_1431,2018,Greta Gerwig,Emma Thomas,Edgar Wright,Fantasy,22082161,47907782,8,1.17,1,3.5,0.8,3.5,0.88,0.78,0.65,1.4,0.48,1.05
Film_1432,2011,David Fincher,Jerry Bruckheimer,Jordan Peele,Action,224885401,442880740,7,0.969,1,2.0,0.7,2.5,0.7,0.9,0.88,1.5,0.55,1.3
Film_1433,2022,Jon Favreau,Jerry Bruckheimer,Aaron Sorkin,Comedy,78846762,70641829,10,-0.104,0,3.0,0.8,2.5,0.7,0.82,0.7,0.8,0.5,0.8
Film_1434,2014,Taika Waititi,Kevin Feige,Taylor Sheridan,Comedy,8399472,13274028,1,0.58,1,2.8,0.75,4.0,0.92,0.8,0.72,0.8,0.5,0.7
Film_1435,2007,Jordan Peele,Neal H. Moritz,Greta Gerwig,Comedy,32969493,62069532,10,0.883,1,5.0,0.9,2.8,0.68,0.8,0.78,0.8,0.5,0.8
Film_1436,2007,Michael Bay,Unknown Producer,Diablo Cody,Comedy,10321225,5559476,3,-0.461,0,2.2,0.65,1.2,0.38,0.72,0.58,0.8,0.5,0.82
Film_1437,2021,Ridley Scott,Kevin Feige,Jordan Peele,Action,20400798,15546326,5,-0.238,0,1.6,0.55,4.0,0.92,0.9,0.88,1.5,0.55,1.1
Film_1438,2024,Steven Spielberg,Unknown Producer,Ryan Coogler,Comedy,88547207,117448316,12,0.326,0,3.2,0.85,1.2,0.38,0.8,0.82,0.8,0.5,1.2
Film_1439,2020,Unknown Director,Unknown Producer,Taylor Sheridan,Adventure,22975773,12870211,5,-0.44,0,0.8,0.35,1.2,0.38,0.8,0.72,1.5,0.55,1.1
Film_1440,2008,Denis Villeneuve,Mary Parent,Unknown Writer,Thriller,376508032,354344786,10,-0.059,0,2.1,0.75,2.8,0.7,0.5,0.35,1.0,0.52,0.8
Film_1441,2006,Unknown Director,Brad Pitt,James Gunn,Sci-Fi,19816239,15429503,8,-0.221,0,0.8,0.35,2.0,0.6,0.78,0.8,1.3,0.5,1.05
Film_1442,2005,Unknown Director,Kevin Feige,Taylor Sheridan,Action,89647011,101700881,1,0.134,0,0.8,0.35,4.0,0.92,0.8,0.72,1.5,0.55,0.7
Film_1443,2022,M. Night Shyamalan,Kathleen Kennedy,Unknown Writer,Drama,14624278,8369156,1,-0.428,0,2.8,0.55,3.0,0.75,0.5,0.35,0.6,0.4,0.7
Film_1444,2015,Unknown Director,Jon Landau,Denis Villeneuve,Animation,108962523,105704414,5,-0.03,0,0.8,0.35,5.0,0.9,0.8,0.72,1.6,0.6,1.1
Film_1445,2014,Unknown Director,Jason Blum,Eric Roth,Sci-Fi,78112689,178510062,8,1.285,1,0.8,0.35,8.0,0.85,0.75,0.68,1.3,0.5,1.05
Film_1446,2019,Jordan Peele,Unknown Producer,Ryan Coogler,Thriller,366687908,623714659,8,0.701,1,5.0,0.9,1.2,0.38,0.8,0.82,1.0,0.52,1.05
Film_1447,2007,James Cameron,Unknown Producer,Eric Roth,Romance,500000,359361,6,-0.281,0,5.5,0.95,1.2,0.38,0.75,0.68,0.7,0.42,1.25
Film_1448,2013,Bong Joon-ho,Jordan Peele,Damien Chazelle,Action,119492824,111627761,6,-0.066,0,3.0,0.75,5.5,0.85,0.82,0.72,1.5,0.55,1.25
Film_1449,2015,Michael Bay,Jon Landau,James Gunn,Action,36432197,46417482,3,0.274,0,2.2,0.65,5.0,0.9,0.78,0.8,1.5,0.55,0.82
Film_1450,2023,Jordan Peele,Amy Pascal,Rian Johnson,Romance,34790551,154481111,2,3.44,1,5.0,0.9,2.8,0.72,0.78,0.68,0.7,0.42,0.72
Film_1451,2025,Chloe Zhao,Unknown Producer,Charlie Kaufman,Horror,10630226,13037294,1,0.226,0,1.2,0.5,1.2,0.38,0.75,0.5,1.8,0.65,0.7
Film_1452,2025,Martin Scorsese,Charles Roven,Unknown Writer,Adventure,76489671,156208645,6,1.042,1,1.8,0.65,2.5,0.65,0.5,0.35,1.5,0.55,1.25
Film_1453,2012,The Russo Brothers,Jerry Bruckheimer,Emerald Fennell,Comedy,90610276,207606871,3,1.291,1,4.2,0.85,2.5,0.7,0.78,0.7,0.8,0.5,0.82
Film_1454,2022,Jon Favreau,Emma Thomas,Eric Roth,Action,210090691,81496850,5,-0.612,0,3.0,0.8,3.5,0.88,0.75,0.68,1.5,0.55,1.1
Film_1455,2023,Martin Scorsese,Kevin Feige,Bong Joon-ho,Action,400000000,257448969,9,-0.356,0,1.8,0.65,4.0,0.92,0.85,0.75,1.5,0.55,0.75
Film_1456,2019,Bong Joon-ho,Amy Pascal,Aaron Sorkin,Adventure,9167741,13001544,4,0.418,0,3.0,0.75,2.8,0.72,0.82,0.7,1.5,0.55,0.85
Film_1457,2015,Steven Spielberg,Peter Chernin,Tony Kushner,Thriller,18288593,25296227,1,0.383,0,3.2,0.85,2.0,0.62,0.78,0.65,1.0,0.52,0.7
Film_1458,2019,Barry Jenkins,Jerry Bruckheimer,Emerald Fennell,Drama,31239551,18690266,7,-0.402,0,1.8,0.65,2.5,0.7,0.78,0.7,0.6,0.4,1.3
Film_1459,2022,Barry Jenkins,Mary Parent,Quentin Tarantino,Horror,575554,642230,5,0.116,0,1.8,0.65,2.8,0.7,0.85,0.8,1.8,0.65,1.1
Film_1460,2018,Damien Chazelle,Kathleen Kennedy,Bong Joon-ho,Adventure,145264268,270696570,1,0.863,1,2.5,0.7,3.0,0.75,0.85,0.75,1.5,0.55,0.7
Film_1461,2018,James Cameron,Kevin Feige,Taylor Sheridan,Adventure,103795611,260423186,9,1.509,1,5.5,0.95,4.0,0.92,0.8,0.72,1.5,0.55,0.75
Film_1462,2010,Steven Spielberg,Emma Thomas,Unknown Writer,Drama,2326878,5601817,3,1.407,1,3.2,0.85,3.5,0.88,0.5,0.35,0.6,0.4,0.82
Film_1463,2014,Michael Bay,Kevin Feige,Jordan Peele,Fantasy,29752732,22111754,3,-0.257,0,2.2,0.65,4.0,0.92,0.9,0.88,1.4,0.48,0.82
Film_1464,2014,Ari Aster,Lorenzo di Bonaventura,Jordan Peele,Action,87675034,87075274,9,-0.007,0,6.0,0.7,2.2,0.6,0.9,0.88,1.5,0.55,0.75
Film_1465,2009,Unknown Director,Charles Roven,Charlie Kaufman,Horror,77430815,36051024,1,-0.534,0,0.8,0.35,2.5,0.65,0.75,0.5,1.8,0.65,0.7
Film_1466,2011,Damien Chazelle,Charles Roven,Diablo Cody,Romance,500000,1441240,2,1.882,1,2.5,0.7,2.5,0.65,0.72,0.58,0.7,0.42,0.72
Film_1467,2025,Edgar Wright,A24,Aaron Sorkin,Thriller,15220307,8980433,8,-0.41,0,1.5,0.65,3.5,0.65,0.82,0.7,1.0,0.52,1.05
Film_1468,2024,Jon Favreau,Brad Pitt,Unknown Writer,Drama,233411205,142845959,2,-0.388,0,3.0,0.8,2.0,0.6,0.5,0.35,0.6,0.4,0.72
Film_1469,2005,Unknown Director,Jordan Peele,Charlie Kaufman,Horror,1234853,2181988,1,0.767,1,0.8,0.35,5.5,0.85,0.75,0.5,1.8,0.65,0.7
Film_1470,2006,Unknown Director,A24,Bong Joon-ho,Action,199122809,345235759,9,0.734,1,0.8,0.35,3.5,0.65,0.85,0.75,1.5,0.55,0.75
Film_1471,2014,The Russo Brothers,Jason Blum,Jordan Peele,Comedy,36918601,166305887,3,3.505,1,4.2,0.85,8.0,0.85,0.9,0.88,0.8,0.5,0.82
Film_1472,2005,Damien Chazelle,Mary Parent,Tony Kushner,Thriller,6884584,19655988,2,1.855,1,2.5,0.7,2.8,0.7,0.78,0.65,1.0,0.52,0.72
Film_1473,2021,David Fincher,Unknown Producer,Emerald Fennell,Adventure,49808003,18335680,9,-0.632,0,2.0,0.7,1.2,0.38,0.78,0.7,1.5,0.55,0.75
Film_1474,2020,Damien Chazelle,Lorenzo di Bonaventura,Christopher Nolan,Adventure,29732351,23813647,6,-0.199,0,2.5,0.7,2.2,0.6,0.88,0.85,1.5,0.55,1.25
Film_1475,2010,Denis Villeneuve,Peter Chernin,Jordan Peele,Fantasy,327118771,729583128,11,1.23,1,2.1,0.75,2.0,0.62,0.9,0.88,1.4,0.48,1.15
Film_1476,2014,Matt Reeves,Mary Parent,Taylor Sheridan,Animation,163060886,254373039,4,0.56,1,2.8,0.75,2.8,0.7,0.8,0.72,1.6,0.6,0.85
Film_1477,2021,Unknown Director,Unknown Producer,Unknown Writer,Comedy,16697352,14150610,3,-0.153,0,0.8,0.35,1.2,0.38,0.5,0.35,0.8,0.5,0.82
Film_1478,2016,Tim Burton,Jon Landau,Unknown Writer,Romance,10246091,20882611,7,1.038,1,1.8,0.6,5.0,0.9,0.5,0.35,0.7,0.42,1.3
Film_1479,2014,Sam Raimi,Unknown Producer,Greta Gerwig,Romance,1604444,4524322,6,1.82,1,2.5,0.7,1.2,0.38,0.8,0.78,0.7,0.42,1.25
Film_1480,2008,Taika Waititi,Frank Marshall,Unknown Writer,Animation,122263578,250523982,1,1.049,1,2.8,0.75,2.5,0.7,0.5,0.35,1.6,0.6,0.7
Film_1481,2018,David Fincher,Unknown Producer,Edgar Wright,Comedy,167261124,90201177,4,-0.461,0,2.0,0.7,1.2,0.38,0.78,0.65,0.8,0.5,0.85
Film_1482,2023,Unknown Director,David Heyman,Rian Johnson,Thriller,90914230,102844177,3,0.131,0,0.8,0.35,3.2,0.8,0.78,0.68,1.0,0.52,0.82
Film_1483,2023,Robert Eggers,Frank Marshall,Edgar Wright,Animation,34938890,38476835,9,0.101,0,2.0,0.6,2.5,0.7,0.78,0.65,1.6,0.6,0.75
Film_1484,2009,Unknown Director,Unknown Producer,Unknown Writer,Fantasy,65427461,14067541,11,-0.785,0,0.8,0.35,1.2,0.38,0.5,0.35,1.4,0.48,1.15
Film_1485,2011,Taika Waititi,Megan Ellison,Taylor Sheridan,Drama,191073751,137212504,8,-0.282,0,2.8,0.75,1.5,0.55,0.8,0.72,0.6,0.4,1.05
Film_1486,2016,Wes Anderson,Kathleen Kennedy,Damien Chazelle,Drama,25756787,24587848,8,-0.045,0,1.5,0.6,3.0,0.75,0.82,0.72,0.6,0.4,1.05
Film_1487,2021,James Cameron,Unknown Producer,Unknown Writer,Adventure,18458077,50543845,4,1.738,1,5.5,0.95,1.2,0.38,0.5,0.35,1.5,0.55,0.85
Film_1488,2005,Edgar Wright,Frank Marshall,Ryan Coogler,Animation,51570065,166735971,1,2.233,1,1.5,0.65,2.5,0.7,0.8,0.82,1.6,0.6,0.7
Film_1489,2013,Martin Scorsese,Brad Pitt,Rian Johnson,Animation,23499801,75106474,1,2.196,1,1.8,0.65,2.0,0.6,0.78,0.68,1.6,0.6,0.7
Film_1490,2019,David Fincher,Scott Rudin,Quentin Tarantino,Animation,111802113,185830668,6,0.662,1,2.0,0.7,1.8,0.65,0.85,0.8,1.6,0.6,1.25
Film_1491,2022,Jordan Peele,Peter Chernin,Rian Johnson,Thriller,24685590,17231662,9,-0.302,0,5.0,0.9,2.0,0.62,0.78,0.68,1.0,0.52,0.75
Film_1492,2013,Ryan Coogler,Jordan Peele,Damien Chazelle,Fantasy,23279498,142813260,5,5.135,1,4.0,0.85,5.5,0.85,0.82,0.72,1.4,0.48,1.1
Film_1493,2017,Martin Scorsese,Mary Parent,Unknown Writer,Adventure,212619514,653749648,10,2.075,1,1.8,0.65,2.8,0.7,0.5,0.35,1.5,0.55,0.8
Film_1494,2005,Michael Bay,Peter Chernin,Unknown Writer,Animation,62176785,63221774,9,0.017,0,2.2,0.65,2.0,0.62,0.5,0.35,1.6,0.6,0.75
Film_1495,2005,Matt Reeves,Jon Landau,Unknown Writer,Drama,55230445,227381031,8,3.117,1,2.8,0.75,5.0,0.9,0.5,0.35,0.6,0.4,1.05
Film_1496,2015,Greta Gerwig,Jason Blum,Taika Waititi,Animation,90320398,76650379,6,-0.151,0,3.5,0.8,8.0,0.85,0.75,0.7,1.6,0.6,1.25
Film_1497,2019,Edgar Wright,Brad Pitt,James Gunn,Horror,16593786,15557132,10,-0.062,0,1.5,0.65,2.0,0.6,0.78,0.8,1.8,0.65,0.8
Film_1498,2017,Emerald Fennell,Emma Thomas,Jordan Peele,Animation,82961428,198931792,6,1.398,1,2.5,0.7,3.5,0.88,0.9,0.88,1.6,0.6,1.25
Film_1499,2020,Ari Aster,Mary Parent,Emerald Fennell,Sci-Fi,82787898,200533215,10,1.422,1,6.0,0.7,2.8,0.7,0.78,0.7,1.3,0.5,0.8
Film_1500,2011,Ari Aster,Amy Pascal,Unknown Writer,Animation,29706641,64780839,12,1.181,1,6.0,0.7,2.8,0.72,0.5,0.35,1.6,0.6,1.2
Film_1501,2021,Unknown Director,Jon Landau,Damien Chazelle,Action,11301994,17601414,1,0.557,1,0.8,0.35,5.0,0.9,0.82,0.72,1.5,0.55,0.7
Film_1502,2025,Martin Scorsese,Unknown Producer,Edgar Wright,Fantasy,385712965,760529675,4,0.972,1,1.8,0.65,1.2,0.38,0.78,0.65,1.4,0.48,0.85
Film_1503,2018,Matt Reeves,Mary Parent,Unknown Writer,Fantasy,55457491,22038096,9,-0.603,0,2.8,0.75,2.8,0.7,0.5,0.35,1.4,0.48,0.75
Film_1504,2011,Bong Joon-ho,Mary Parent,Ryan Coogler,Romance,12136338,22535607,2,0.857,1,3.0,0.75,2.8,0.7,0.8,0.82,0.7,0.42,0.72
Film_1505,2009,Martin Scorsese,Jason Blum,Ryan Coogler,Horror,12106870,11056931,10,-0.087,0,1.8,0.65,8.0,0.85,0.8,0.82,1.8,0.65,0.8
Film_1506,2024,Edgar Wright,Megan Ellison,Christopher Nolan,Sci-Fi,143743854,195020182,9,0.357,0,1.5,0.65,1.5,0.55,0.88,0.85,1.3,0.5,0.75
Film_1507,2019,Steven Spielberg,Unknown Producer,Taika Waititi,Sci-Fi,124114393,334509450,5,1.695,1,3.2,0.85,1.2,0.38,0.75,0.7,1.3,0.5,1.1
Film_1508,2019,Unknown Director,Kathleen Kennedy,Taika Waititi,Comedy,77049416,59750386,5,-0.225,0,0.8,0.35,3.0,0.75,0.75,0.7,0.8,0.5,1.1
Film_1509,2005,Jon Favreau,Unknown Producer,Jordan Peele,Fantasy,43735162,39413604,5,-0.099,0,3.0,0.8,1.2,0.38,0.9,0.88,1.4,0.48,1.1
Film_1510,2023,Emerald Fennell,Amy Pascal,Taylor Sheridan,Sci-Fi,4736650,3815964,5,-0.194,0,2.5,0.7,2.8,0.72,0.8,0.72,1.3,0.5,1.1
Film_1511,2011,Taika Waititi,Kevin Feige,Bong Joon-ho,Action,164728549,186014487,7,0.129,0,2.8,0.75,4.0,0.92,0.85,0.75,1.5,0.55,1.3
Film_1512,2007,Jon Favreau,Jason Blum,Unknown Writer,Action,17363318,17042709,11,-0.018,0,3.0,0.8,8.0,0.85,0.5,0.35,1.5,0.55,1.15
Film_1513,2025,James Cameron,Kathleen Kennedy,Eric Roth,Sci-Fi,331803519,692190330,4,1.086,1,5.5,0.95,3.0,0.75,0.75,0.68,1.3,0.5,0.85
Film_1514,2018,Steven Spielberg,Emma Thomas,Ryan Coogler,Sci-Fi,219059005,366245084,7,0.672,1,3.2,0.85,3.5,0.88,0.8,0.82,1.3,0.5,1.3
Film_1515,2008,M. Night Shyamalan,Lorenzo di Bonaventura,Bong Joon-ho,Romance,2214329,8625793,3,2.895,1,2.8,0.55,2.2,0.6,0.85,0.75,0.7,0.42,0.82
Film_1516,2022,Bong Joon-ho,Jordan Peele,Taylor Sheridan,Romance,9124075,34927820,2,2.828,1,3.0,0.75,5.5,0.85,0.8,0.72,0.7,0.42,0.72
Film_1517,2022,Emerald Fennell,David Heyman,Bong Joon-ho,Action,30643920,29268194,11,-0.045,0,2.5,0.7,3.2,0.8,0.85,0.75,1.5,0.55,1.15
Film_1518,2010,Unknown Director,Jason Blum,Edgar Wright,Adventure,68767853,86419665,9,0.257,0,0.8,0.35,8.0,0.85,0.78,0.65,1.5,0.55,0.75
Film_1519,2025,Wes Anderson,A24,Bong Joon-ho,Horror,2605889,2479220,2,-0.049,0,1.5,0.6,3.5,0.65,0.85,0.75,1.8,0.65,0.72
Film_1520,2020,Unknown Director,Jon Landau,Unknown Writer,Action,133254516,726350599,11,4.451,1,0.8,0.35,5.0,0.9,0.5,0.35,1.5,0.55,1.15
Film_1521,2017,Unknown Director,Megan Ellison,Ryan Coogler,Adventure,49343649,92597698,12,0.877,1,0.8,0.35,1.5,0.55,0.8,0.82,1.5,0.55,1.2
Film_1522,2013,Emerald Fennell,Neal H. Moritz,Christopher Nolan,Action,162684744,95636172,8,-0.412,0,2.5,0.7,2.8,0.68,0.88,0.85,1.5,0.55,1.05
Film_1523,2016,Unknown Director,Charles Roven,Unknown Writer,Sci-Fi,25616707,12523729,6,-0.511,0,0.8,0.35,2.5,0.65,0.5,0.35,1.3,0.5,1.25
Film_1524,2014,Martin Scorsese,Frank Marshall,Christopher Nolan,Drama,20370728,21407362,6,0.051,0,1.8,0.65,2.5,0.7,0.88,0.85,0.6,0.4,1.25
Film_1525,2016,James Cameron,Emma Thomas,Denis Villeneuve,Fantasy,268707762,489299633,6,0.821,1,5.5,0.95,3.5,0.88,0.8,0.72,1.4,0.48,1.25
Film_1526,2016,Chloe Zhao,Charles Roven,Taylor Sheridan,Action,50815988,16549426,3,-0.674,0,1.2,0.5,2.5,0.65,0.8,0.72,1.5,0.55,0.82
Film_1527,2022,The Russo Brothers,Unknown Producer,Charlie Kaufman,Drama,14283625,22096441,2,0.547,1,4.2,0.85,1.2,0.38,0.75,0.5,0.6,0.4,0.72
Film_1528,2008,David Fincher,Jon Landau,Unknown Writer,Comedy,18022930,13400160,4,-0.256,0,2.0,0.7,5.0,0.9,0.5,0.35,0.8,0.5,0.85
Film_1529,2015,Unknown Director,A24,Unknown Writer,Animation,55816522,44006482,7,-0.212,0,0.8,0.35,3.5,0.65,0.5,0.35,1.6,0.6,1.3
Film_1530,2012,Taika Waititi,Mary Parent,Damien Chazelle,Drama,6553291,4478062,5,-0.317,0,2.8,0.75,2.8,0.7,0.82,0.72,0.6,0.4,1.1
Film_1531,2009,Unknown Director,Amy Pascal,Tony Kushner,Fantasy,16924565,40168751,6,1.373,1,0.8,0.35,2.8,0.72,0.78,0.65,1.4,0.48,1.25
Film_1532,2006,Martin Scorsese,Kathleen Kennedy,Eric Roth,Romance,15331955,18669509,10,0.218,0,1.8,0.65,3.0,0.75,0.75,0.68,0.7,0.42,0.8
Film_1533,2020,Unknown Director,Emma Thomas,James Gunn,Adventure,8625138,13224204,2,0.533,1,0.8,0.35,3.5,0.88,0.78,0.8,1.5,0.55,0.72
